siteID,year,species,count,status
150,1990.0,Common Grackle,,visitor
150,1990.0,Red-winged Blackbird,,visitor
150,1990.0,Wood Thrush,,visitor
150,1990.0,Eastern Kingbird,,visitor
150,1990.0,Eastern Wood-Pewee,,visitor
150,1990.0,Northern Mockingbird,,visitor
150,1990.0,Red-eyed Vireo,,visitor
8,1990.0,Yellow Warbler,11.0,breeder
8,1990.0,American Robin,6.0,breeder
8,1990.0,Gray Catbird,5.0,breeder
8,1990.0,Common Yellowthroat,4.0,breeder
8,1990.0,Northern Cardinal,4.0,breeder
8,1990.0,House Wren,3.0,breeder
8,1990.0,Veery,3.0,breeder
8,1990.0,Wood Thrush,3.0,breeder
8,1990.0,American Redstart,3.0,breeder
8,1990.0,Northern Oriole,3.0,breeder
8,1990.0,Warbling Vireo,2.0,breeder
8,1990.0,Red-eyed Vireo,2.0,breeder
8,1990.0,Rose-breasted Grosbeak,2.0,breeder
8,1990.0,Song Sparrow,2.0,breeder
8,1990.0,Red-winged Blackbird,2.0,breeder
8,1990.0,Common Grackle,2.0,breeder
8,1990.0,Ruby-throated Hummingbird,1.0,breeder
8,1990.0,Ruffed Grouse,1.0,breeder
8,1990.0,Eastern Wood-Pewee,1.0,breeder
8,1990.0,Great Crested Flycatcher,1.0,breeder
8,1990.0,Eastern Kingbird,1.0,breeder
8,1990.0,Tree Swallow,1.0,breeder
8,1990.0,Black-capped Chickadee,1.0,breeder
8,1990.0,Cedar Waxwing,1.0,breeder
8,1990.0,European Starling,1.0,breeder
8,1990.0,Yellow-throated Vireo,1.0,breeder
8,1990.0,Ovenbird,1.0,breeder
8,1990.0,House Finch,1.0,breeder
8,1990.0,House Sparrow,1.0,breeder
151,1990.0,American Robin,19.5,breeder
151,1990.0,House Wren,10.5,breeder
151,1990.0,Song Sparrow,10.5,breeder
151,1990.0,Gray Catbird,8.0,breeder
151,1990.0,Warbling Vireo,7.5,breeder
151,1990.0,Northern Oriole,7.5,breeder
151,1990.0,Northern Cardinal,7.5,breeder
151,1990.0,Blue Jay,7.0,breeder
151,1990.0,Eastern Wood-Pewee,6.0,breeder
151,1990.0,Mourning Dove,5.5,breeder
151,1990.0,Wood Thrush,5.5,breeder
151,1990.0,Indigo Bunting,5.0,breeder
151,1990.0,Brown-headed Cowbird,5.0,breeder
151,1990.0,Rose-breasted Grosbeak,4.0,breeder
151,1990.0,White-breasted Nuthatch,4.0,breeder
151,1990.0,Common Grackle,3.5,breeder
151,1990.0,Northern Flicker,3.0,breeder
151,1990.0,Downy Woodpecker,3.0,breeder
151,1990.0,Red-eyed Vireo,3.0,breeder
151,1990.0,Red-winged Blackbird,3.0,breeder
151,1990.0,American Goldfinch,3.0,breeder
151,1990.0,Tufted Titmouse,2.5,breeder
151,1990.0,Carolina Wren,2.5,breeder
151,1990.0,Cedar Waxwing,2.5,breeder
151,1990.0,European Starling,2.5,breeder
151,1990.0,Black-capped Chickadee,2.0,breeder
151,1990.0,Orchard Oriole,1.5,breeder
151,1990.0,Blue-gray Gnatcatcher,1.0,breeder
151,1990.0,Red-headed Woodpecker,1.0,breeder
151,1990.0,Great Crested Flycatcher,1.0,breeder
151,1990.0,Yellow-throated Vireo,1.0,breeder
151,1990.0,Red-bellied Woodpecker,1.0,breeder
151,1990.0,Hairy Woodpecker,1.0,breeder
151,1990.0,Yellow Warbler,1.0,breeder
151,1990.0,Great Horned Owl,1.0,breeder
151,1990.0,Tree Swallow,1.0,breeder
151,1990.0,Chipping Sparrow,1.0,breeder
151,1990.0,Ruby-throated Hummingbird,0.5,breeder
151,1990.0,Wood Duck,0.5,breeder
151,1990.0,Eastern Kingbird,0.5,breeder
151,1990.0,Common Yellowthroat,0.5,breeder
151,1990.0,Yellow-billed Cuckoo,,visitor
151,1990.0,Brown Thrasher,,visitor
151,1990.0,Scarlet Tanager,,visitor
151,1990.0,House Finch,,visitor
151,1990.0,House Sparrow,,visitor
101,1990.0,Blue-gray Gnatcatcher,8.0,breeder
101,1990.0,Acadian Flycatcher,7.5,breeder
101,1990.0,Red-eyed Vireo,7.5,breeder
101,1990.0,Northern Cardinal,6.0,breeder
101,1990.0,Eastern Wood-Pewee,4.5,breeder
101,1990.0,Indigo Bunting,4.5,breeder
101,1990.0,House Wren,4.0,breeder
101,1990.0,Carolina Chickadee,3.0,breeder
101,1990.0,Tufted Titmouse,3.0,breeder
101,1990.0,Rufous-sided Towhee,3.0,breeder
101,1990.0,Wood Thrush,2.5,breeder
101,1990.0,Downy Woodpecker,2.0,breeder
101,1990.0,Cerulean Warbler,2.0,breeder
101,1990.0,Kentucky Warbler,2.0,breeder
101,1990.0,Scarlet Tanager,1.5,breeder
101,1990.0,Red-bellied Woodpecker,1.0,breeder
101,1990.0,Hairy Woodpecker,1.0,breeder
101,1990.0,Northern Flicker,1.0,breeder
101,1990.0,Pileated Woodpecker,1.0,breeder
101,1990.0,Great Crested Flycatcher,1.0,breeder
101,1990.0,Blue Jay,1.0,breeder
101,1990.0,White-breasted Nuthatch,1.0,breeder
101,1990.0,Carolina Wren,1.0,breeder
101,1990.0,Eastern Bluebird,10,breeder
101,1990.0,Northern Parula,1.0,breeder
101,1990.0,Yellow-throated Warbler,1.0,breeder
101,1990.0,Louisiana Waterthrush,1.0,breeder
101,1990.0,Common Yellowthroat,1.0,breeder
101,1990.0,Northern Oriole,1.0,breeder
101,1990.0,White-eyed Vireo,0.5,breeder
101,1990.0,Wood Duck,,visitor
101,1990.0,Sharp-shinned Hawk,,visitor
101,1990.0,Wild Turkey,,visitor
101,1990.0,Mourning Dove,,visitor
101,1990.0,Yellow-billed Cuckoo,,visitor
101,1990.0,Belted Kingfisher,,visitor
101,1990.0,American Crow,,visitor
101,1990.0,Gray Catbird,,visitor
101,1990.0,American Robin,,visitor
101,1990.0,Yellow-throated Vireo,,visitor
101,1990.0,Prothonotary Warbler,,visitor
101,1990.0,Blue-winged Warbler,,visitor
101,1990.0,Black-throated Green Warbler,,visitor
101,1990.0,Hooded Warbler,,visitor
101,1990.0,American Goldfinch,,visitor
101,1990.0,Field Sparrow,,visitor
101,1990.0,Song Sparrow,,visitor
13,1990.0,Ovenbird,9.5,breeder
13,1990.0,Common Yellowthroat,3.5,breeder
13,1990.0,Blue Jay,3.0,breeder
13,1990.0,Wood Thrush,3.0,breeder
13,1990.0,Rufous-sided Towhee,3.0,breeder
13,1990.0,Scarlet Tanager,2.5,breeder
13,1990.0,Downy Woodpecker,2.0,breeder
13,1990.0,Great Crested Flycatcher,2.0,breeder
13,1990.0,Black-capped Chickadee,2.0,breeder
13,1990.0,Indigo Bunting,1.5,breeder
13,1990.0,Ruffed Grouse,1.0,breeder
13,1990.0,Mourning Dove,1.0,breeder
13,1990.0,Black-billed Cuckoo,1.0,breeder
13,1990.0,Northern Flicker,1.0,breeder
13,1990.0,Tufted Titmouse,1.0,breeder
13,1990.0,Hermit Thrush,1.0,breeder
13,1990.0,American Robin,1.0,breeder
13,1990.0,Black-and-white Warbler,1.0,breeder
13,1990.0,Rose-breasted Grosbeak,1.0,breeder
13,1990.0,Brown-headed Cowbird,1.0,breeder
13,1990.0,Red-eyed Vireo,0.5,breeder
13,1990.0,White-breasted Nuthatch,+,breeder
13,1990.0,American Crow,,visitor
13,1990.0,Cedar Waxwing,,visitor
13,1990.0,Common Grackle,,visitor
13,1990.0,Sharp-shinned Hawk,,visitor
13,1990.0,Yellow-billed Cuckoo,,visitor
13,1990.0,Blue-gray Gnatcatcher,,visitor
13,1990.0,Black-throated Green Warbler,,visitor
12,1990.0,Ovenbird,8.5,breeder
12,1990.0,Yellow-billed Cuckoo,3.0,breeder
12,1990.0,Downy Woodpecker,3.0,breeder
12,1990.0,Wood Thrush,3.0,breeder
12,1990.0,Red-eyed Vireo,3.0,breeder
12,1990.0,Scarlet Tanager,2.5,breeder
12,1990.0,Eastern Wood-Pewee,2.0,breeder
12,1990.0,Great Crested Flycatcher,2.0,breeder
12,1990.0,Tufted Titmouse,2.0,breeder
12,1990.0,Black-and-white Warbler,2.0,breeder
12,1990.0,Pileated Woodpecker,1.5,breeder
12,1990.0,Blue Jay,1.5,breeder
12,1990.0,Black-capped Chickadee,1.5,breeder
12,1990.0,Ruffed Grouse,1.0,breeder
12,1990.0,Mourning Dove,1.0,breeder
12,1990.0,Hairy Woodpecker,1.0,breeder
12,1990.0,Northern Flicker,1.0,breeder
12,1990.0,White-breasted Nuthatch,1.0,breeder
12,1990.0,Winter Wren,1.0,breeder
12,1990.0,Blue-gray Gnatcatcher,1.0,breeder
12,1990.0,Black-billed Cuckoo,0.5,breeder
12,1990.0,Brown-headed Cowbird,,visitor
12,1990.0,Indigo Bunting,,visitor
12,1990.0,American Crow,,visitor
12,1990.0,Broad-winged Hawk,,visitor
12,1990.0,Hermit Thrush,,visitor
12,1990.0,Red-bellied Woodpecker,,visitor
12,1990.0,Rose-breasted Grosbeak,,visitor
12,1990.0,Cedar Waxwing,,visitor
12,1990.0,Ruby-throated Hummingbird,,visitor
12,1990.0,American Redstart,,visitor
152,1990.0,Rufous-sided Towhee,13.5,breeder
152,1990.0,Ovenbird,12.5,breeder
152,1990.0,Gray Catbird,8.5,breeder
152,1990.0,Northern Cardinal,8.5,breeder
152,1990.0,Tufted Titmouse,5.5,breeder
152,1990.0,Veery,5.5,breeder
152,1990.0,Downy Woodpecker,4.5,breeder
152,1990.0,Black-capped Chickadee,4.5,breeder
152,1990.0,Eastern Wood-Pewee,4.0,breeder
152,1990.0,Great Crested Flycatcher,3.0,breeder
152,1990.0,White-breasted Nuthatch,3.0,breeder
152,1990.0,Black-and-white Warbler,3.0,breeder
152,1990.0,Blue Jay,2.5,breeder
152,1990.0,Common Yellowthroat,2.5,breeder
152,1990.0,Wood Thrush,2.0,breeder
152,1990.0,Scarlet Tanager,2.0,breeder
152,1990.0,American Robin,1.5,breeder
152,1990.0,Northern Flicker,1.0,breeder
152,1990.0,Brown Creeper,1.0,breeder
152,1990.0,Carolina Wren,1.0,breeder
152,1990.0,House Wren,1.0,breeder
152,1990.0,Blue-winged Warbler,1.0,breeder
152,1990.0,Pine Warbler,1.0,breeder
152,1990.0,Brown-headed Cowbird,1.0,breeder
152,1990.0,Great Horned Owl,0.5,breeder
152,1990.0,American Crow,0.5,breeder
152,1990.0,Eastern Phoebe,,visitor
152,1990.0,Red-eyed Vireo,,visitor
152,1990.0,Common Crackle,,visitor
153,1990.0,American Redstart,13.5,breeder
153,1990.0,Veery,9.5,breeder
153,1990.0,Red-eyed Vireo,5.0,breeder
153,1990.0,Black-throated Blue Warbler,4.5,breeder
153,1990.0,Eastern Wood-Pewee,4.0,breeder
153,1990.0,Acadian Flycatcher,3.0,breeder
153,1990.0,Ovenbird,3.0,breeder
153,1990.0,Hooded Warbler,3.0,breeder
153,1990.0,Rufous-sided Towhee,3.0,breeder
153,1990.0,Wood Thrush,2.0,breeder
153,1990.0,Chestnut-sided Warbler,2.0,breeder
153,1990.0,Scarlet Tanager,2.0,breeder
153,1990.0,Indigo Bunting,2.0,breeder
153,1990.0,Cerulean Warbler,1.5,breeder
153,1990.0,Tufted Titmouse,1.0,breeder
153,1990.0,Solitary Vireo,1.0,breeder
153,1990.0,Canada Warbler,0.5,breeder
153,1990.0,Rose-breasted Grosbeak,0.5,breeder
153,1990.0,Black-billed Cuckoo,,visitor
153,1990.0,Red-bellied Woodpecker,,visitor
153,1990.0,Downy Woodpecker,,visitor
153,1990.0,Hairy Woodpecker,,visitor
153,1990.0,Chickadee sp.,,visitor
153,1990.0,White-breasted Nuthatch,,visitor
153,1990.0,Cedar Waxwing,,visitor
153,1990.0,Black-throated Green Warbler,,visitor
153,1990.0,Kentucky Warbler,,visitor
153,1990.0,Dark-eyed Junco,,visitor
153,1990.0,Brown-headed Cowbird,,visitor
153,1990.0,American Goldfinch,,visitor
16,1990.0,American Redstart,15.0,breeder
16,1990.0,Ovenbird,9.5,breeder
16,1990.0,Red-eyed Vireo,8.0,breeder
16,1990.0,Veery,6.5,breeder
16,1990.0,Eastern Wood-Pewee,5.0,breeder
16,1990.0,Cerulean Warbler,5.0,breeder
16,1990.0,Scarlet Tanager,4.0,breeder
16,1990.0,Acadian Flycatcher,3.5,breeder
16,1990.0,Wood Thrush,3.5,breeder
16,1990.0,Rufous-sided Towhee,3.0,breeder
16,1990.0,Tufted Titmouse,2.0,breeder
16,1990.0,Rose-breasted Grosbeak,2.0,breeder
16,1990.0,Solitary Vireo,1.0,breeder
16,1990.0,Black-throated Blue Warbler,0.5,breeder
16,1990.0,Hairy Woodpecker,+,breeder
16,1990.0,White-breasted Nuthatch,+,breeder
16,1990.0,Blackburnian Warbler,+,breeder
16,1990.0,Yellow-billed Cuckoo,,visitor
16,1990.0,Ruby-throated Hummingbird,,visitor
16,1990.0,Red-bellied Woodpecker,,visitor
16,1990.0,Downy Woodpecker,,visitor
16,1990.0,Pileated Woodpecker,,visitor
16,1990.0,Common Raven,,visitor
16,1990.0,Chickadee sp.,,visitor
16,1990.0,Cedar Waxwing,,visitor
16,1990.0,Worm-eating Warbler,,visitor
16,1990.0,Indigo Bunting,,visitor
16,1990.0,Brown-headed Cowbird,,visitor
16,1990.0,American Goldfinch,,visitor
154,1990.0,Golden-crowned Kinglet,81.5,breeder
154,1990.0,Fox Sparrow,50.5,breeder
154,1990.0,Red-breasted Nuthatch,21.5,breeder
154,1990.0,Dusky Flycatcher,16.5,breeder
154,1990.0,Brown Creeper,16.0,breeder
154,1990.0,Dark-eyed Junco,15.0,breeder
154,1990.0,Mountain Chickadee,10.5,breeder
154,1990.0,Western Tanager,10.5,breeder
154,1990.0,Hammond's Flycatcher,9.5,breeder
154,1990.0,MacGillivray's Warbler,9.0,breeder
154,1990.0,Hermit Warbler,8.5,breeder
154,1990.0,Yellow-rumped Warbler,7.0,breeder
154,1990.0,Mountain Quail,5.5,breeder
154,1990.0,White-headed Woodpecker,5.5,breeder
154,1990.0,Steller's Jay,5.0,breeder
154,1990.0,American Robin,4.0,breeder
154,1990.0,Red-breasted Sapsucker,3.5,breeder
154,1990.0,Solitary Vireo,3.0,breeder
154,1990.0,Hermit Thrush,2.0,breeder
154,1990.0,Evening Grosbeak,1.5,breeder
154,1990.0,Pileated Woodpecker,1.0,breeder
154,1990.0,Winter Wren,1.0,breeder
154,1990.0,Townsend's Solitaire,1.0,breeder
154,1990.0,Green-tailed Towhee,1.0,breeder
154,1990.0,Northern Pygmy-Owl,0.5,breeder
154,1990.0,Band-tailed Pigeon,0.5,breeder
154,1990.0,Vaux's Swift,0.5,breeder
154,1990.0,Hairy Woodpecker,0.5,breeder
154,1990.0,Northern Flicker,0.5,breeder
154,1990.0,Common Raven,0.5,breeder
154,1990.0,Sharp-shinned Hawk,,visitor
154,1990.0,Calliope Hummingbird,,visitor
154,1990.0,Olive-sided Flycatcher,,visitor
154,1990.0,Western Wood-Pewee,,visitor
154,1990.0,Western Flycatcher,,visitor
154,1990.0,Clark's Nutcracker,,visitor
154,1990.0,White-breasted Nuthatch,,visitor
154,1990.0,House Wren,,visitor
154,1990.0,Warbling Vireo,,visitor
154,1990.0,Chipping Sparrow,,visitor
154,1990.0,Pine Siskin,,visitor
154,1990.0,Lesser Goldfinch,,visitor
154,1990.0,Cassin's Finch,,visitor
114,1990.0,Western Wood-Pewee,6.0,breeder
114,1990.0,Pygmy Nuthatch,5.0,breeder
114,1990.0,Broad-tailed Hummingbird,3.0,breeder
114,1990.0,American Robin,3.0,breeder
114,1990.0,Chipping Sparrow,3.0,breeder
114,1990.0,Mourning Dove,2.0,breeder
114,1990.0,Violet-green Swallow,2.0,breeder
114,1990.0,Hairy Woodpecker,1.0,breeder
114,1990.0,Mountain Chickadee,1.0,breeder
114,1990.0,Solitary Vireo,1.0,breeder
114,1990.0,Brown-headed Cowbird,1.0,breeder
114,1990.0,Lesser Goldfinch,1.0,breeder
114,1990.0,Northern Flicker,,visitor
114,1990.0,Clark's Nutcracker,,visitor
114,1990.0,Western Tanager,,visitor
114,1990.0,House Finch,,visitor
114,1990.0,Black-headed Grosbeak,,visitor
114,1990.0,Black-billed Magpie,,visitor
114,1990.0,Steller's Jay,,visitor
114,1990.0,White-breasted Nuthatch,,visitor
114,1990.0,Pine Siskin,,visitor
116,1990.0,Black-throated Green Warbler,5.0,breeder
116,1990.0,Northern Parula,4.0,breeder
116,1990.0,White-throated Sparrow,4.0,breeder
116,1990.0,Black-capped Chickadee,3.0,breeder
116,1990.0,Golden-crowned Kinglet,3.0,breeder
116,1990.0,Blackburnian Warbler,3.0,breeder
116,1990.0,Eastern Wood-Pewee,2.0,breeder
116,1990.0,Red-breasted Nuthatch,2.0,breeder
116,1990.0,Magnolia Warbler,2.0,breeder
116,1990.0,Black-and-white Warbler,2.0,breeder
116,1990.0,Ovenbird,2.0,breeder
116,1990.0,Hairy Woodpecker,1.0,breeder
116,1990.0,Northern Flicker,1.0,breeder
116,1990.0,Great Crested Flycatcher,1.0,breeder
116,1990.0,Blue Jay,1.0,breeder
116,1990.0,Brown Creeper,1.0,breeder
116,1990.0,Winter Wren,1.0,breeder
116,1990.0,Solitary Vireo,1.0,breeder
116,1990.0,Red-eyed Vireo,1.0,breeder
116,1990.0,Nashville Warbler,1.0,breeder
116,1990.0,Yellow-rumped Warbler,1.0,breeder
116,1990.0,Pine Warbler,1.0,breeder
116,1990.0,Bay-breasted Warbler,1.0,breeder
116,1990.0,Canada Warbler,1.0,breeder
116,1990.0,Purple Finch,1.0,breeder
116,1990.0,Broad-winged Hawk,,visitor
116,1990.0,Blue Jay,,visitor
116,1990.0,Ruby-crowned Kinglet,,visitor
116,1990.0,Veery,,visitor
116,1990.0,Swainson's Thrush,,visitor
116,1990.0,Hermit Thrush,,visitor
116,1990.0,Wood Thrush,,visitor
116,1990.0,American Robin,,visitor
116,1990.0,Tennessee Warbler,,visitor
116,1990.0,American Redstart,,visitor
116,1990.0,Mourning Warbler,,visitor
116,1990.0,Pine Siskin,,visitor
155,1990.0,Golden-crowned Kinglet,6.0,breeder
155,1990.0,Red-breasted Nuthatch,5.5,breeder
155,1990.0,Yellow-rumped Warbler,5.0,breeder
155,1990.0,Blackburnian Warbler,5.0,breeder
155,1990.0,Winter Wren,4.0,breeder
155,1990.0,Magnolia Warbler,4.0,breeder
155,1990.0,Black-capped Chickadee,3.0,breeder
155,1990.0,Brown Creeper,3.0,breeder
155,1990.0,Swainson's Thrush,3.0,breeder
155,1990.0,Solitary Vireo,3.0,breeder
155,1990.0,Dark-eyed Junco,3.0,breeder
155,1990.0,Northern Parula,2.5,breeder
155,1990.0,Yellow-bellied Flycatcher,2.0,breeder
155,1990.0,Boreal Chickadee,2.0,breeder
155,1990.0,Hermit Thrush,2.0,breeder
155,1990.0,Nashville Warbler,2.0,breeder
155,1990.0,White-throated Sparrow,2.0,breeder
155,1990.0,Yellow-bellied Sapsucker,1.5,breeder
155,1990.0,Bay-breasted Warbler,1.5,breeder
155,1990.0,American Black Duck,1.0,breeder
155,1990.0,Northern Goshawk,1.0,breeder
155,1990.0,Hooded Merganser,1.0,breeder
155,1990.0,Hairy Woodpecker,1.0,breeder
155,1990.0,Blue Jay,1.0,breeder
155,1990.0,American Robin,1.0,breeder
155,1990.0,Common Yellowthroat,1.0,breeder
155,1990.0,Purple Finch,1.0,breeder
155,1990.0,Canada Warbler,0.5,breeder
155,1990.0,Sharp-shinned Hawk,,visitor
155,1990.0,Barred Owl,,visitor
155,1990.0,Downy Woodpecker,,visitor
155,1990.0,Great Crested Flycatcher,,visitor
155,1990.0,Gray Jay,,visitor
155,1990.0,Common Raven,,visitor
155,1990.0,Black-throated Blue Warbler,,visitor
155,1990.0,Black-throated Green Warbler,,visitor
155,1990.0,Northern Waterthrush,,visitor
155,1990.0,Scarlet Tanager,,visitor
155,1990.0,White-winged Crossbill,,visitor
155,1990.0,Evening Grosbeak,,visitor
156,1990.0,Black-throated Green Warbler,14.0,breeder
156,1990.0,White-throated Sparrow,5.0,breeder
156,1990.0,Black-and-white Warbler,4.5,breeder
156,1990.0,Black-capped Chickadee,4.5,breeder
156,1990.0,Tree Swallow,4.0,breeder
156,1990.0,Red-breasted Nuthatch,3.0,breeder
156,1990.0,Yellow-rumped Warbler,3.0,breeder
156,1990.0,American Redstart,3.0,breeder
156,1990.0,Common Yellowthroat,3.0,breeder
156,1990.0,Eastern Phoebe,2.5,breeder
156,1990.0,Winter Wren,2.5,breeder
156,1990.0,Blue Jay,2.0,breeder
156,1990.0,Eastern Wood-Pewee,2.0,breeder
156,1990.0,Great Crested Flycatcher,2.0,breeder
156,1990.0,American Robin,2.0,breeder
156,1990.0,Rufous-sided Towhee,2.0,breeder
156,1990.0,Mourning Dove,1.5,breeder
156,1990.0,Veery,1.0,breeder
156,1990.0,Ruby-crowned Kinglet,,visitor
156,1990.0,Canada Warbler,,visitor
156,1990.0,Nashville Warbler,,visitor
156,1990.0,Cape May Warbler,,visitor
156,1990.0,Magnolia Warbler,,visitor
156,1990.0,Red Crossbill,,visitor
156,1990.0,Rose-breasted Grosbeak,,visitor
156,1990.0,Solitary Vireo,,visitor
156,1990.0,Red-eyed Vireo,,visitor
156,1990.0,Northern Flicker,,visitor
156,1990.0,Great Horned Owl,,visitor
40,1990.0,Black-throated Green Warbler,3.0,breeder
40,1990.0,Dark-eyed Junco,3.0,breeder
40,1990.0,Golden-crowned Kinglet,2.0,breeder
40,1990.0,Yellow-rumped Warbler,2.0,breeder
40,1990.0,Blackburnian Warbler,1.0,breeder
40,1990.0,Eastern Wood-Pewee,+,breeder
40,1990.0,Black-capped Chickadee,+,breeder
40,1990.0,Winter Wren,+,breeder
40,1990.0,Swainson's Thrush,+,breeder
40,1990.0,Northern Parula,+,breeder
40,1990.0,Magnolia Warbler,+,breeder
40,1990.0,White-throated Sparrow,+,breeder
40,1990.0,Common Raven,,visitor
41,1990.0,Black-throated Green Warbler,5.0,breeder
41,1990.0,Magnolia Warbler,4.5,breeder
41,1990.0,White-throated Sparrow,3.0,breeder
41,1990.0,Blue Jay,2.5,breeder
41,1990.0,American Robin,2.5,breeder
41,1990.0,Dark-eyed Junco,2.5,breeder
41,1990.0,Black-capped Chickadee,2.0,breeder
41,1990.0,Winter Wren,2.0,breeder
41,1990.0,Yellow-rumped Warbler,2.0,breeder
41,1990.0,Black-and-white Warbler,2.0,breeder
41,1990.0,Mourning Dove,1.5,breeder
41,1990.0,Ruffed Grouse,1.0,breeder
41,1990.0,Downy Woodpecker,1.0,breeder
41,1990.0,Golden-crowned Kinglet,1.0,breeder
41,1990.0,Swainson's Thrush,1.0,breeder
41,1990.0,Northern Flicker,0.5,breeder
41,1990.0,Purple Finch,0.5,breeder
41,1990.0,Eastern Wood-Pewee,+,breeder
41,1990.0,Common Raven,+,breeder
41,1990.0,European Starling,+,breeder
41,1990.0,Cooper's Hawk,,visitor
41,1990.0,Pine Siskin,,visitor
41,1990.0,Cedar Waxwing,,visitor
36,1990.0,Black-throated Green Warbler,9.0,breeder
36,1990.0,Ovenbird,6.0,breeder
36,1990.0,Yellow-rumped Warbler,4.5,breeder
36,1990.0,Nashville Warbler,2.5,breeder
36,1990.0,Dark-eyed Junco,2.0,breeder
36,1990.0,Chipping Sparrow,1.5,breeder
36,1990.0,Hermit Thrush,1.0,breeder
36,1990.0,Pine Warbler,1.0,breeder
36,1990.0,Eastern Wood-Pewee,0.5,breeder
36,1990.0,Black-capped Chickadee,0.5,breeder
36,1990.0,Red-breasted Nuthatch,0.5,breeder
36,1990.0,Northern Flicker,+,breeder
36,1990.0,Solitary Vireo,+,breeder
39,1990.0,Chipping Sparrow,17.0,breeder
39,1990.0,Song Sparrow,14.0,breeder
39,1990.0,Cedar Waxwing,3.0,breeder
39,1990.0,Field Sparrow,3.0,breeder
39,1990.0,American Robin,2.0,breeder
39,1990.0,Savannah Sparrow,2.0,breeder
39,1990.0,Bobolink,2.0,breeder
39,1990.0,Purple Finch,2.0,breeder
39,1990.0,American Goldfinch,2.0,breeder
39,1990.0,Eastern Kingbird,1.5,breeder
39,1990.0,American Woodcock,1.0,breeder
39,1990.0,Rufous-sided Towhee,1.0,breeder
39,1990.0,Grasshopper Sparrow,1.0,breeder
39,1990.0,Red-winged Blackbird,1.0,breeder
39,1990.0,Brown-headed Cowbird,1.0,breeder
39,1990.0,Northern Harrier,,visitor
39,1990.0,Mourning Dove,,visitor
39,1990.0,Horned Lark,,visitor
39,1990.0,American Crow,,visitor
39,1990.0,Black-capped Chickadee,,visitor
39,1990.0,House Wren,,visitor
39,1990.0,European Starling,,visitor
39,1990.0,Red-eyed Vireo,,visitor
39,1990.0,Yellow Warbler,,visitor
39,1990.0,Prairie Warbler,,visitor
39,1990.0,Indigo Bunting,,visitor
39,1990.0,Vesper Sparrow,,visitor
39,1990.0,Eastern Meadowlark,,visitor
39,1990.0,Common Grackle,,visitor
39,1990.0,House Finch,,visitor
37,1990.0,Chipping Sparrow,7.5,breeder
37,1990.0,Common Yellowthroat,6.0,breeder
37,1990.0,Song Sparrow,5.5,breeder
37,1990.0,Cedar Waxwing,3.0,breeder
37,1990.0,Magnolia Warbler,2.0,breeder
37,1990.0,Indigo Bunting,2.0,breeder
37,1990.0,Rufous-sided Towhee,2.0,breeder
37,1990.0,Field Sparrow,2.0,breeder
37,1990.0,Purple Finch,2.0,breeder
37,1990.0,American Woodcock,1.5,breeder
37,1990.0,Yellow-rumped Warbler,1.5,breeder
37,1990.0,Blue Jay,1.0,breeder
37,1990.0,Black-capped Chickadee,1.0,breeder
37,1990.0,American Robin,1.0,breeder
37,1990.0,Blue-winged Warbler,1.0,breeder
37,1990.0,Ovenbird,1.0,breeder
37,1990.0,Dark-eyed Junco,1.0,breeder
37,1990.0,Black-throated Green Warbler,+,breeder
37,1990.0,House Wren,+,breeder
37,1990.0,Gray Catbird,+,breeder
37,1990.0,Blackburnian Warbler,+,breeder
37,1990.0,Brown-headed Cowbird,+,breeder
37,1990.0,Downy Woodpecker,,visitor
37,1990.0,Alder Flycatcher,,visitor
37,1990.0,Eastern Kingbird,,visitor
37,1990.0,Red-breasted Nuthatch,,visitor
37,1990.0,Veery,,visitor
37,1990.0,Wood Thrush,,visitor
37,1990.0,Brown Thrasher,,visitor
37,1990.0,Nashville Warbler,,visitor
37,1990.0,Northern Cardinal,,visitor
37,1990.0,Rose-breasted Grosbeak,,visitor
157,1990.0,Pine Warbler,17.0,breeder
157,1990.0,Ovenbird,8.0,breeder
157,1990.0,Hermit Thrush,6.5,breeder
157,1990.0,Gray Catbird,6.0,breeder
157,1990.0,Black-throated Green Warbler,5.0,breeder
157,1990.0,Black-capped Chickadee,5.0,breeder
157,1990.0,American Robin,4.5,breeder
157,1990.0,Common Yellowthroat,4.5,breeder
157,1990.0,Brown Creeper,3.5,breeder
157,1990.0,Red-breasted Nuthatch,3.0,breeder
157,1990.0,Rufous-sided Towhee,2.5,breeder
157,1990.0,Blue Jay,2.0,breeder
157,1990.0,Tufted Titmouse,2.0,breeder
157,1990.0,White-breasted Nuthatch,2.0,breeder
157,1990.0,Veery,2.0,breeder
157,1990.0,Swamp Sparrow,2.0,breeder
157,1990.0,Downy Woodpecker,1.5,breeder
157,1990.0,Hairy Woodpecker,1.0,breeder
157,1990.0,Northern Flicker,1.0,breeder
157,1990.0,Black-and-white Warbler,1.0,breeder
157,1990.0,Scarlet Tanager,1.0,breeder
157,1990.0,Broad-winged Hawk,,visitor
157,1990.0,American Crow,,visitor
157,1990.0,Eastern Phoebe,,visitor
157,1990.0,Eastern Wood-Pewee,,visitor
157,1990.0,Carolina Wren,,visitor
157,1990.0,Common Grackle,,visitor
157,1990.0,Red-winged Blackbird,,visitor
157,1990.0,Chipping Sparrow,,visitor
157,1990.0,House Sparrow,,visitor
157,1990.0,House Wren,,visitor
