siteID,sitename,latitude,longitude,location,description
88,RIPARIAN WOODLAND,33.416666666666664,117.23333333333333,"California; San Diego Co.; Fallbrook; 33°25'N, 117°14'W; Temecula Quadrangle, USGS.","See Am. Birds 38:105 (1984),]. Field Ornithol. 63(Suppl.):35 (1992) and 65(Suppl.):44-45 (1994). Undergrowth increased greatly following the devastating fioods of 1993. Sandbars which were nearly barren last spring had young willows nearly 2 m high by the end of this census."
89,COAST LIVE OAK WOODLAND,33.43333333333333,117.18333333333334,"California; San Diego Go; Fallbrook; Santa Margarita Ecological Reserve; 33°26'N, 117°11'W; Temecula Quadrangle, USGS.","This oak woodland occupies a shallow canyon and parallels an E-W creekbed. A creek fiowed throughout the plot in extreme E and extreme W, only through April in mid-section. A dirt road parallels the entire length of the creek. Quantitative vegetation survey using 5 circular plots totaling 0.2 ha gave trees 7.6 cm diameter and over: 455 tree stems/ha (note: live oaks on this plot typically split 30-60 cm above ground level into 2-5 stems); total basal area 116.7 mz/ha. Species comprising 95% of the total number of tree stems [figures after each are trees/ha, relative density (%), relative dominance (%), and frequency (%)]: Coast Live Oak, 351, 77, 91, 100; California Sycamore, 30, 7, 7, 20; Hollyleaf Cherry, 20, 4, 1, 40; dead snags, 30, 7, 1, 40. Trees by diameter size class [figures after each are trees/ ha, relative density (%), basal area in mZ/ ha, and relative dominance (%)]: A (7.6-15.2 cm) 44, 10, 1, 40; B (15.2-22.9 cm) 10, 2, 1, 40; C (22.938.1 cm) 35, 8, 2, 60; D (38.1-53.3 cm) 35, 8, 4, 80; E (53.3-68.6 cm) 49, 11, 8, 60; F (68.6-83.8 cm) 54, 12, 11, 100; G (838-1016 cm) 84, 18, 20, 100; H (1016+ cm) 143, 31, 52, 100. Shrub stems/ha, 5136; ground cover 64.2%; canopy cover 90+%, average canopy height 11 m. Ground cover determined by 121.9 m of line intercept sampling gave: Poison Oak 46%, Coast Live Oak 443%; Hollyleaf Cherry 5.7%; Desert Grape 3.0%; others 1%."
90,MIXED HARDWOOD POLETIMBER,41.7,73.21666666666667,"Connecticut; Litchfield Co.; Bantam; 41°42'N, 73°13'W; Litchfield Quadrangle, USGS.","See Aud. Field Notes 19:609-610 (1965). This plot was an abandoned hillside pasture sprinkled with small trees and shrubs - a hawthorn-barberry-fescue grass community. By a process of succession it has now become a maple, ash, Gray Birch poletimber stand with a dense understory. There are some crumbling stone walls and old fences in and around the plot. No bodies of water, rock outcrops, buildings or roads."
90,MIXED HARDWOOD POLETIMBER,41.7,73.21666666666667,"Connecticut; Litchfield Co.; Bantam; White Memorial Foundation-Wheeler Hill; 41°42'N, 73°13'W; Litchfield Quadrangle, USGS.",See Aud. Field Notes 19:609-610 (1965).
90,MIXED HARDWOOD POLETIMBER,41.7,73.21666666666667,"Connecticut; Litchfield C0,; Litchfield; White Memorial Foundation-Wheeler Hill; 41°42'N, 73°13'W; Litchfield Quadrangle, USGS.",See Aud. Field Notes 19:609-610 (1965).
90,MIXED HARDWOOD POLETIMBER,41.7,73.21666666666667,"Connecticut; Litchfield Co.; Litchfield; White Memorial Foundation-Wheeler Hill; 41°42'N, 73°13'W; Litchfield Quadrangle, USGS.","Aud. Field Notes 19: 609-610 (1965). This plot was abandoned as pasture in the early 1960s and consists of three distinctly different vegetation areas: a transition forest thicket, a young second-growth forest, and an open area that was decimated by a tornado in the summer of 1990. A quantitative vegetation survey based on 7 0.04 ha circular samples yielded the following results: Trees, 3.0 cm diameter and over, [figures after each are number of trees and average dbh in cm] Red Maple, 147, 11.1; White Ash, 122, 8.5; Sugar Maple, 56, 8.6; Red Oak, 18, 6.6; apple sp., 15, 6.4; hawthorn sp., 5, 4.9; Gray Birch, 3, 7.3; Black Cherry, 3, 15.5; Shagbark Hickory, 2, 6.9; hickory sp., 2, 5.0; White Oak, 1, 4.2. Shrub stems/ha, 8804, dominated by Bittersweet, barberry, Northern Arrowwood, Poison Ivy, Multifiora Rose. Ground cover, 14%, dominated by goldenrod and grass. Canopy cover, 74%; average canopy height 128 m (range 10-18 m)."
90,MIXED HARDWOOD POLETIMBER,41.7,73.21666666666667,"Connecticut; Litchfield Co.; Litchfield; White Memorial Foundation-Wheeler Hill; 41°42'N, 73°13'W; Litchfield Quadrangle, USGS.",See Aud. Field Notes 19:609-610 (1965) and j. Field Ornithol. 64(Suppl.):36 (1993).
91,MATURE TULIPTREE-OAK FOREST,38.583333333333336,76.75,"Maryland; Prince Georges Co., 5.9 km SSW of Bowie; 38°35'45""N, 76°45'46""W, Lanham Quadrangle, USGS.","See Am. Birds 31:17-23. A quantitative survey of the present vegetation (James and Shugart, Aud. Field Notes 242727-736) is as follows: Trees 8-cm dbh and over, based on seven 0.4 ha samples, 424/ha; total basal area, 39.8 tha. Species comprising 93% of the trees >8 cm dbh [figures after each give number of trees/ ha, relative density (%), relative dominance (%), frequency (% of samples), in that sequence]: Tuliptree, 46, 10.8, 43.0, 57; White Oak, 25, 5.8, 19.1, 71; Northern Red Oak, 14, 3.0, 14.6, 57; Black Tupelo, 56, 13.0, 7.5, 57; dead trees, 35, 8.3, 6.7, 57; Flowering Dogwood, 187, 44.2, 4.5, 100; Pignut Hickory, 46, 10.8, 2.1, 71. Trees by diameter size class [figures after each class give number of trees/ha, relative density (%), basal area in mZ/ha, relative dominance]: S (sapling, 3-8 cm dbh), 657, -, 1.6, -; A (8-15 cm) 272, 64.2, 2.5, 6.3; B (15-23 cm) 28, 6.7, 0.8, 2.0; C (23-38 cm) 32, 7.5, 2.4, 5.9; D (38-53 cm) 28, 6.7, 4.7, 11.9; E (53-69 cm) 14, 3.3, 4.1, 10.2; F (69-84 cm) 35, 8.3, 16.1, 40.3; G (84-102 cm) 14, 3.3, 9.3, 23.4. Density board readings (% of 10 X 10 cm squares more than 50% obscured by green vegetation from a distance of 11.35 m, n = 28): 0-0.3 m, 60; 0.3-1 m, 39; 1-2 m, 36; 2-3 m, 38. Foliage profile (% occurrence of green vegetation based on 140 vertical sightings): 0-0.5 m, 44; 0.5-1 m, 2; 1-1.5 m, 0; 1.5-2 m, 2; 2-2.5 m, 6; 2.5-3 m, 11; 3-4 m, 19; 4-6 m, 43; 6-8 m, 24; 8-10 m, 24; 10-15 m, 23; 15-20 m, 20; 20-25 m, 15; 25-30 m, 43; 3035 m, 57. Shrub stems/ha, 7150; ground cover, 43%; canopy cover, 96%; average canopy height, 28.7 m (range, 9-35)."
92,ISOLATED TULIPTREE-BEECH FOREST,38.93333333333333,76.76666666666667,"Maryland; Prince Georges Co., 2.4 km SW of Bowie; 38°56'N, 76°46'20""W, Lanham Quadrangle, USGS.","An isolated, upland, Tuliptree and American Beech forest with a mixed understory and intermittent streams and swampy areas. Much of the periphery of this 45 ha tract is second growth. The more mature core of 17.8 ha was selected for study. A quantitative survey of the vegetation (James and Shugart, Aud. Field Notes 24:727-736) is as follows: Trees 8-cm dbh and over, based on seven 0.04 ha circular samples, 466/ha; total basal area, 25.9 m2/ ha. Species comprising 90% of the trees >8 cm dbh [figures after each give number of trees/ ha, relative density (%), relative dominance (%), frequency (% of samples), in that sequence]: Tuliptree, 106, 22.7, 39.0, 86; American Beech, 78, 16.7, 12.2, 71; White Oak, 14, 3.0, 9.5, 29; Sweetgum, 71, 15.2, 9.0, 86; ash, 14, 3.0, 7.6, 29; Southern Red Oak, 11, 2.3, 4.3, 14; dead trees, 49, 10.7, 3.9, 71; Virginia Pine, 11, 2.3, 3.0, 14; Red Maple, 32, 6.8, 2.8, 86; Black Tupelo, 32, 6.8, 2.3, 43; Black Walnut, 11, 2.3, 0.9, 14. Trees by diameter size class [figures after each class give number of trees/ha, relative density (%), basal area in mz/ha, relative dominance]: S (sapling, 3-8 cm dbh), 417, -, 1.0, -; A (8-15 cm) 194, 41.7, 1.8, 7.0; B (15~23 cm) 92, 19.7, 2.5, 9.8; C (23-38 cm) 106, 22.7, 7.9, 30.4; D (38-53 cm) 64, 13.6, 10.6, 41; E (53-69 cm) 11, 2.3, 3.1, 11.8. Density board readings (% of 10 X 10 cm squares more than 50% obscured by green vegetation from a distance of 11.35 m, n = 28): 0-0.3 m, 55; 0.3-1 m, 35; 1-2 m, 29; 2-3 m 36. Foliage profile (% occurrence of green vegetation based on 140 vertical sightings): 0-0.5 m, 38; 0.5-1 m, 4; 1-1.5 m, 1; 1.5-2 m, 4; 2-2.5 m, 6; 2.5-3 m, 4; 3-4 m, 4; 4-6 m, 11; 6-8 m, 14; 8-10 m 15; 10-15 m, 23; 1520 m, 15; 20-25 m, 29; 25-30 m, 49; 30-35 m, 24. Shrub stems/ha, 11,650; ground cover, 53%; canopy cover, 100%; average canopy height, 28 m (range 18-35)."
93,SELECTIVELY LOGGED MATURE,38.916666666666664,76.75,"Maryland; Prince Georges Co., 4.5 km S of Bowie; 38°55'N, 76°45'30""W; Lanham Quadrangle, USGS.","See Am. Birds 31:17-23 and 92-93 (1977). For quantitative vegetation survey see ]. Field Omit/20L 60(suppl.):71-72 (1989), in which the following corrections should be made on page 71: trees/ ha for the eight tree species (including dead trees) should read 141, 116, 71, 28, 18, 14, 11, and 7, respectively, and shrub stems/ha should read 20,700."
94,ISOLATED MOIST TULIPTREE-RED,39.2,76.91666666666667,"Maryland; Howard (30.; 1 km E of Clarksville; 39°12'N, 76°55'30""W; Clarksville Quadrangle, USGS.","Two irregular fragments of mature piedmont forest (12.5 and 8.9 ha), separated from each other at one corner by a 10-m strip of mowed field. No point in the forest is more than 150 m from an edge, so the entire undisturbed portion of the forest was censused. Selective removal of oaks and walnuts about 23 years ago has resulted in heavy dominance by Tuliptrees (57%); there is a dense understory of Flowering Dogwoods (65% of saplings with dbh of 3-8 cm), and Spicebush is the dominant shrub. Trees, 8-cm diameter and over, based on seven 0.04 ha samples, 600/ha; total basal area, 39.3 mZ/ha. Species comprising 92% of the trees >8 cm dbh [figures after each give number of trees/ha, relative density (%), relative dominance (%), frequency (% of samples), in that sequence]: Tuliptree, 213, 36, 57, 100; Red Maple, 52, 9, 9, 43; Black Tupelo, 42, 7, 6, 57; Pignut Hickory, 64, 11, 4, 86; dead trees, 57, 10, 3, 71; Virginia Pine, 15, 3, 3, 14; Flowering Dogwood, 77, 13, 2, 71; Blackhaw, 15, 2, 0.3, 14. Trees by diameter size class figures after each class give number of trees/ ha, relative density (%), basal area in m2/ ha, relative dominance]: S (sapling, 3-8 cm dbh), 643, -, 5.4, -; A (8-15 cm), 262, 44, 2.7, 7; B (15-23 cm), 101, 17, 2.9, 7; C (23-38 cm), 109, 18, 8.0, 20; D (38-53 cm), 96, 16, 15.7, 39; E (53-69 cm), 25, 4, 7.2, 18; F (69-84 cm), 7, 1, 3.2, 8. One ancient White Oak has a dbh of more than 146 cm. Density board readings (% of 10 X 10 cm squares more than 50% obscured by green vegetation from a distance of 11.35 m, n = 28): 0~0.3 m, 66; 0.3-1 m, 48; 1-2 m, 31; 2-3 m, 31. Foliage profile (% occurrence of green vegetation based on 140 vertical sightings): 0-0.5 m, 37; 05-1 m, 14; 1-1.5 m, 4; 1.5-2 m, 4; 2-2.5 m, 15; 2.53 m, 13; 374 m, 12; 4-6 m, 41; 6-8 m, 27; 8-10 m, 22; 10-15 m, 27; 15-20 m, 44; 20-25 m, 44; 25-30 m, 17; 30-35 m, 4. Shrub stems/ha, 17,500; ground cover, 49%; canopy cover, 97%; average canopy height, 28.5 m (range 14.6-35.9)."
95,OLD-GROWTH WOODS AND SWAMP,42.233333333333334,85.06666666666666,"Michigan; Calhoun 00.; Marshall; Jenney Woods Preserve; 42°14'N, 85°04'W; T3S, R6W.","Most of the preserve is old-growth forest blending into swamp forest at the S end. Census route covers oldgrowth and swamp forest areas and swings by a small stream. There are many clearings from tree falls that are in earlier successional stages - shrubs, grasses, ground cover. The forest has an uneven age structure (seedlings to overmature trees) and is called a ""shifting mosaic steady-state"" oak-hickory forest. There are no roads or trails through the preserve. Water: A small stream or drainage ditch, fed by ground water and a small spring, runs slowly E-W through the spring and summer near the S end of preserve. Approximately 50 m of the stream was included in the plot due to inaccessibility from dense vegetation. The ground in the swamp forest area is spongy during breeding season and was fiooded approximately 2 weeks in mid-June."
96,UPLAND SECOND-GROWTH OAK-HICKORY FOREST,32.233333333333334,90.81666666666666,"Mississippi; Warren Co.; Vicksburg; 32°14'N, 90°49'W; Big Black-Mississippi 7.5 mi Quadrangle, USGS.",See Winter Bird Population Study this issue.
96,UPLAND SECOND-GROWTH OAK-HICKORY FOREST,32.233333333333334,90.81666666666666,"Mississippi; Warren Co.; Vicksburg; Lake Park Area; 32°14'N, 90°49'W; Big Black Quadrangle, USGS.",See ]. Field Ornithol. 61 (suppl.):8-9 (1990).
96,UPLAND SECOND-GROWTH OAK-HICKORY FOREST,32.233333333333334,90.81666666666666,"Mississippi; Warren Co.; Vicksburg; Lake Park Area; 32°14'N, 90°49'W; Big Black Quadrangle, USGS.",See ]. Field Ornithol. 61 (Suppl.):8-9 (1990).
96,UPLAND SECOND-GROWTH OAK-HICKORY FOREST,32.233333333333334,90.81666666666666,"Mississippi; Warren Co.; Vicksburg; Lake Park Area; 32°14'N, 90°49'W; Big Black Quadrangle, USGS.",See 1. Field Omit/201. 61 (Suppl.):8-9 (1990).
96,UPLAND SECOND-GROWTH OAK-HICKORY FOREST,32.233333333333334,90.81666666666666,"Mississippi; Warren (10.; Vicksburg; Lake Park Area; 32°14'N, 90°49'W; Big Black Quadrangle, USGS.",See j. Field Omithol. 61 (Suppl.):8-9 (1990).
96,UPLAND SECOND-GROWTH OAK-HICKORY FOREST,32.233333333333334,90.81666666666666,"Mississippi; Warren Co.; Vicksburg; Lake Park Area; 32°14'N, 90°49'W; Big Black Quadrangle, USGS.",See ]. Field Omithol. 61(Suppl.):8-9 (1990).
96,UPLAND SECOND-GROWTH OAK-HICKORY FOREST,32.233333333333334,90.81666666666666,"Mississippi; Warren Co.; Vicksburg; Lake Park Area; 32°14'N, 90°49'W; Big Black Quadrangle, USGS.",See ]. Field Ornithol. 61(Supp1.):8-9 (1990).
97,ISOLATED BEECH-MAPLE WOODS,42.483333333333334,76.45,"New York; Tompkins Co.; Ithaca; Sapsucker Woods; 42°29'N, 76°27'W; Ithaca East Quadrangle, USGS.","The plot is located in the W half of Sapsucker Woods Sanctuary, which was established in 1953 in an isolated woodlot. The plot had never been plowed for agriculture because the soil was too wet; however, it was periodically grazed until 1920 and logged until 1953. The landscape surrounding the sanctuary was developed for agriculture starting in the late 18th century and reached maximum development in the late 19th century. (For an extensive description of the history, vegetation structure, and avifauna of Sapsucker Woods Sanctuary, see T.S. Litwin. 1986. ""Fact0rs affecting avian diversity in a northeastern woodlot."", Ph.D. thesis, Cornell University, Ithaca, New York. The short description above was derived from Litwin's thesis.) Currently, the landscape around the sanctuary is becoming increasingly suburban. Many beech trees are suffering from beech blight. A quantitative vegetation survey was conducted following the methods described by EC. James and H.H. Shugart, Jr. (1970. Aud. Field Notes 242727-736). Trees, 4 cm diameter and over, based on eight 0.04-ha circular samples, 1166/ha; total basal area 28.2 tha. Species comprising 90% of the total number of trees [figures after each are trees/ha, relative density (%), relative dominance (%), and frequency (%)J: American Beech, 392, 34, 31, 100; Sugar Maple, 266, 23, 17, 88; Red Maple 133, 11, 18, 88; deciduous tree snag, 99, 8, 3, 100; Yellow Birch, 49, 4, 4, 63; Eastern Hophornbeam, 49, 4, 1, 13; American Hornbeam, 37, 3, 1, 13; Black Birch, 34, 3, 5, 63. Trees by diameter size class: [figures after each are trees/ha, relative density (%), basal area in mZ/ha, and relative dominance (%)]2 A' (4.0-7.6 cm) 469, 40, 1.3, 5; A (7.6-15.2 cm) 324, 28, 3.0, 11; B (15.2-22.9 cm) 179, 15, 5.0, 18; C (22.9-38.1 cm) 164, 14, 12.2, 43; D (38.1-53.3 cm) 19, 2, 3.1, 11; E (53.3-68.6 cm) 12, 1, 3.6, 13. Shrub stems/ha 880; ground cover 11%; canopy cover 94%; average canopy height 24 m (range 20-27 m). Water: Standing water up to 0.5 m deep in small depressions in the NE and especially the SW parts of the plot. The water disappeared by August."
97,ISOLATED BEECH-MAPLE WOODS,42.483333333333334,76.45,"New York; Tompkins Co; Ithaca; Sapsucker Woods (west); 42°29'N, 76°27'W; Ithaca East Quadrangle, USGS.",See ]. Field Ornithol. 61 (suppl.):37-38 (1990).
97,ISOLATED BEECH-MAPLE WOODS,42.483333333333334,76.45,"New York; Tompkins Co.; Ithaca; Sapsucker Woods (West); 42°29'N, 76°27'W; Ithaca East Quadrangle, USGS.",See ]. Field Ornithol. 61 (Suppl.):37-38 (1990).
98,MATURE URBAN DECIDUOUS FOREST,43.36666666666667,76.66666666666667,"New York; Cayuga Co.; Fair Haven; Cooper Bluff; 43°22'N, 76°40'W; Fair Haven Quadrangle, USGS.","Moist deciduous forest adjacent to Fair Haven State Park and is situated 0.4 km from lake shore. Plot is bisected by unpaved road and includes 1.6 ha of grassy field. The dominant forest tree is Sugar Maple. The understory is Speckled Alder, blackberry, and Flowering Raspberry. The ground cover is Jewelweed, Mayapple and Sensitive Fern. Trees 7.7 cm diameter and over, based on 5 circular samples 0.04 ha each, 434/ha; total basal area 20 mZ/ha. Species comprising 98% of the total number of trees [numbers following each species are number/ ha, relative density (%), relative dominance (%), frequency (%), in that order] are: Sugar Maple, 296, 68, 62, 100; White Ash, 30, 7, 9, 60; Shagbark Hickory, 30, 7, 10, 80; Yellow Poplar, 30, 7, 13, 60; American Elm, 10, 2, 1, 40; Sassafras 10, 2, 1, 40; American Beech, 15, 4, 1, 20; Yellow Birch, 5, 1, 2, 20. Trees by diameter size class [following each class are number/ha, relative density (%), basal area in mz/ha, relative dominance] are: A (76-152 cm) 168, 38, 1.6, 8; B (15.2-22.9 cm) 99, 23, 2.8, 14; C (22.9-38.1 cm) 133, 31, 9.9, 49; D (38.1-53.3 cm) 35, 8, 5.8, 29. Shrub stems/ha 9633; ground cover 85%; canopy cover 85%; average canopy height 23 m (range 11-34)."
99,FLOODPLAIN FOREST,35.55,79.0,"North Carolina; Orange Co.; Chapel Hill; Big Oak Woods; 35°33'N, 79°00'W; Chapel Hill Quadrangle, USGS.",See Am. Birds 32:63 (1978).
100,MIXED DECIDUOUS FOREST,35.9,79.01666666666667,"North Carolina; Orange Co.; Chapel Hill; Botanical Garden Research Area; 35°54'N, 79°01'W Chapel Hill Quadrangle, USGS.",See Am. Birds 31 :41 (1977).
100,MIXED DECIDUOUS FOREST,35.9,79.01666666666667,"North Carolina; Orange Co.; Chapel Hill; Botanical Garden Research Area; 35°54'N, 79°1'W; Chapel Hill Quadrangle, USGS.",See Amer. Birds 31:41 (1977).
100,MIXED DECIDUOUS FOREST,35.9,79.01666666666667,"North Carolina; Orange Co.; Chapel Hill; Botanical Garden Research Area; 35°54'N, 79°1'W; Chapel Hill Quadrangle, USGS.",See Am. Birds 31:41 (1977).
100,MIXED DECIDUOUS FOREST,35.9,79.01666666666667,"North Carolina; Orange Co.; Chapel Hill; Botanical Garden Research Area; 35°54'N, 79°1'W; Chapel Hill Quadrangle, USGS.",See Am. Birds 31:41 (1977).
100,MIXED DECIDUOUS FOREST,35.9,79.01666666666667,"North Carolina; Orange Co.; Chapel Hill; Botanical Garden Research Area; 35°54'N, 79°1'W; Chapel Hill Quadrangle, USGS.",See Am. Birds 31:41 (1977).
100,MIXED DECIDUOUS FOREST,35.9,79.01666666666667,"North Carolina; Orange Co.; Chapel Hill; Botanical Garden Research Area; 35°54'N, 79°1'W; Chapel Hill Quadrangle, USGS.",See Am. Birds 31:41 (1977).
100,MIXED DECIDUOUS FOREST,35.9,79.01666666666667,"North Carolina; Orange Co; Chapel Hill; Botanical Garden Research Area; 35°54'N, 79°1'W; Chapel Hill Quadrangle, USGS.",See Am. Birds 31:41 (1977).
101,RIVER FLOODPLAIN BROADLEAF FOREST,39.483333333333334,84.1,"Ohio; Warren Co.; Oregonia; Caesars Creek State Nature Preserve; 39°29'N, 84°06'W; Oregonia Quadrangle, USGS.","Trees 7.5 cm diameter and over, based on five 0.04 ha circular plots, 922/ha; total basal area 43.6 mz/ha. Species comprising 100% of total number of trees: Boxelder, 302, 32, 13, 100; Sycamore 158, 17, 18, 80; Slippery Elm 125, 13, 5, 100; Eastern Cottonwood 67, 7, 40, 60; dead trees 48, 5, 5, 100; White Ash 34, 4, 2, 40; Osage Orange 29, 3, 3, 60; Northern Red Oak 28, 3, 3, 60; Chestnut Oak 24, 3, 6, 20; Hackberry 24, 3, 1, 20; Eastern Redcedar 24, 3, 1, 20; Ohio Buckeye 19, 2, 1, 20; Sugar Maple 14, 2, 0.5, 60; Eastern Redbud 14, 2, 0.3, 20; Honeylocust 10, 1, 1, 40; Trees by diameter class: A 446, 48, 4.14, 10; B 269, 29, 7.49, 18; C 120, 13, 8.92, 21; D 53, 6, 8.83, 20; E 19, 2, 4.14, 10; F 10, 1, 5.75, 13; H 5, 1, 4.3, 10. Shrub stems/ha 25,920; Ground cover 98%; Canopy cover 97%; Average canopy height 26 m (range 21.9 m - 28.7 m)."
101,RIVER FLOODPLAIN BROADLEAF FOREST,39.483333333333334,84.1,"Ohio; Warren Co.; Oregonia; Caesars Creek State Nature Preserve; 39°29'N, 84°6'W; Oregonia Quadrangle, USGS.",See ]. Field Ornithol. 61 (suppl.):42 (1990).
102,RIPARIAN DECIDUOUS FOREST,41.46666666666667,83.76666666666667,"Ohio; Lucas Co.; Waterville; Old Canal Lands; 41°28'N, 83°46'W; Grand Rapids Quadrangle, USGS.","A strip of floodplain, including a segment of the towpath and bed of the former Miami and Erie Canal, abandoned in 1903. Ecological succession over 86 years has produced a nearly mature riparian deciduous forest on the site, now protected by the Toledo Area Metroparks. The vegetation study was conducted in early August, 1988, a year before bird censuses were initiated. Since the plot is long and narrow, transects were run at right angles to the long axis of the plot at 100-m intervals. There were 16 transects in all; the length of each was 30 m. All trees within 10 m and all shrubs/ saplings within 5 m of each transect were counted and the relative abundance of each species recorded as a percentage of the total number of trees and shrubs/saplings counted. Herbaceous vegetation cover was determined by estimating the percent cover of each species in a l-m2 circle located every 6 m along each transect. Thus, there were 5 sample circles per transect, and 80 (5 X 16) sample circles in all. Sometimes the sum of the percent cover values exceeded 100% for a circle because of vertical overlap of the leaves of different species. When this occurred the percentages were reduced proportionally to bring the sum for each circle down to 100%. Percent cover values for each species were summed over all sample circles and divided by 80; thus data for all 3 layers of vegetation may be considered to express percent relative abundances. Relative abundance (%) is given after each species name: (trees 2 15 cm) Boxelder, 13.8; American Basswood, 11.9; Hackberry, 10.8; Black Walnut, 9.7; Eastern Cottonwood, 9.0; American Elm, 8.8; Eastern Redbud, 6.8; Honeylocust, 6.6; Green Ash, 6.6; hawthorn, 3.4; Sycamore, 2.2; Ohio Buckeye, 1.8; Black Ash, 1.7; 11 other species, 6.8. (Shrubs and saplings): Boxelder, 42.6; Eastern Redbud, 11.6; American Elm, 10.4; American Basswood, 4.4; hawthorn, 3.7; Hackbcrry, 3.6; Black Walnut, 3.0; Tartarian Honeysuckle, 1.9; Green Ash, 1.7; 16 other species, 17.0. (Herbs): Alliaria aficinalis, 22.6; Rhus radicans, 19.1; Verbesina occidentalis, 12.9; Geum aleppicum, 6.6; Eupatorium rugosum, 5.9; Solanum dulcamara, 2.5; Clechoma hederacea, 2.5; Parthenocissus quinquefolia, 2.1; Sanicula gregaria, 2.0; 32 other species, 23.8. Water: The Maumee River, more than 300 m wide, parallels the census tract. Within the plot, the old canal bed has two small but permanent streams, and numerous low spots that hold water for several days after heavy rains."
102,RIPARIAN DECIDUOUS FOREST,41.46666666666667,83.76666666666667,"Ohio; Lucas Co.; Waterville; Old Canal Lands; 41°28'N, 83°46'W; Grand Rapids Quadrangle, USGS.",See ]. Field Ornithol. 61 (Suppl.):43 (1990).
102,RIPARIAN DECIDUOUS FOREST,41.46666666666667,83.76666666666667,"Ohio; Lucas Co.; Waterville; Old Canal Lands; 41°28'N, 83°46'W; Grand Rapids Quadrangle, USGS.",See j. Field Ornithol. 61 (Suppl.):43 (1990).
102,RIPARIAN DECIDUOUS FOREST,41.46666666666667,83.76666666666667,"Ohio; Lucas C0.; Waterville; Old Canal Lands; 41°28'N, 83°46'W; Grand Rapids Quadrangle, USGS.","See]. Field Omit/ml. 61 (Suppl.):43 (1990). In late February 1993, park maintenance workers cut down about 35 dead snags bordering the towpath that runs the length of the plot. This removed an estimated 10% of the basal area of standing dead trees."
102,RIPARIAN DECIDUOUS FOREST,41.46666666666667,83.76666666666667,"Ohio; Lucas Co.; Waterville; Old Canal Lands; 41°28'N, 83°46'W; Grand Rapids Quadrangle, USGS.","See]. Field Ornithol. 61(Suppl.):43 (1990) and 65(Suppl.):59-60 (1994). A new landowner cleared saplings and shrubs from about 1.3 ha of fioodplain forest during the preceding winter. However, spring flooding destroyed recreational items he placed there and now sprouts are reclaiming the fioodplain."
102,RIPARIAN DECIDUOUS FOREST,41.46666666666667,83.76666666666667,"Ohio; Lucas C0.; Waterw'lle; Old Canal Lands; 41°28'N, 83°46'W; Grand Rapids Quadrangle, U SGS.","See  Field Ornithol. 61 (Suppl.):43 (1990), 65(Suppl.):59-60 (1994), and 66(Suppl.):50 (1995)."
103,OAK-MAPLE RIDGETOP FOREST,40.733333333333334,75.83333333333333,"Pennsylvania; Berks Co.; Kempton; Hawk Mountain Sanctuary; Owl's Head; 40°44'N, 75°50'W; New Ringgold Quadrangle, USGS.",See Am. Birds 37:55 (1983).
104,VIRGIN HARDWOOD SWAMP FOREST,33.21666666666667,80.33333333333333,"South Carolina; Dorch.-Berk. Co.; Harleyville; Francis Beidler Forest in Four Holes Swamp; 33°13'N, 80°20'W Pringlctown Quadrangle, USGS.","See Am. Birds 34:50 (1980). During the beginning of the survey, the majority of the study plot was covered with standing water. Some areas were approximately 3 cm deep."
104,VIRGIN HARDWOOD SWAMP FOREST,33.21666666666667,80.33333333333333,"South Carolina; Berkeley Co.; Harleyville; Francis Beidler Forest Sanctuary; 33°13'N, 80°20'W; Pringletown Quadrangle, USGS.",See Am. Birds 34:50 (1980) and]. Field Omithol. 65(Suppl.):64 (1994).
105,TULIPTREE-HICKORY FOREST,38.86666666666667,78.13333333333334,"Virginia; Warren Co.; Front Royal; 38°52'N, 78°08'W; Front Royal Quadrangle, USGS.",See ]. Field Ornithol. 60(suppl.):32.
106,CHESTNUT OAK-RED OAK-HICKORY FOREST,38.43333333333333,78.95,"Virginia; Rockingham Co.; Harrisonburg; Mole Hill; 38°26'N, 78°57'W; Bridgewater Quadrangle, USGS.",See Am. Birds 37:58 (1983).
107,YOUNG MIXED HARDWOOD-COMFER STAND,41.7,73.16666666666667,"Connecticut; Litchfield 00.; East Morris; 41°42'N, 73°10'W; Litchfield Quadrangle, USGS.","Formerly ""Red Pine Plantation."" See Am, Birds 33:72 (1979). This plot was a 60year old Red Pine plantation with a mixed hardwood subcanopy, but almost all the Red Pine were cut and removed in the winter of 1978-79. It has now become a mixed hardwood/ conifer sapling stand with a dense understory. A small stream runs along the SW border and there is a wetland area at the S end of the plot. There are some remains of old stone walls at the north end but no buildings or roads on the plot."
108,CLIMAX HEMLOCK-WHITE PINE FOREST WITH,41.71666666666667,73.2,"Connecticut; Litchfield C0.; Litchfield; 41°43'N, 73°12'W; Litchfield Quadrangle, USGS.","See Aud.Field Notes 19:594-595 (1965). There are no bodies of water, rock outcrops or buildings. The only road through the plot is a dirt woods road which is closed to cars."
108,CLIMAX HEMLOCK-WHITE PINE FOREST WITH,41.71666666666667,73.2,"Connecticut; Litchfield Co. ; Litchfield; White Memorial Foundation-Catlin Woods; 41°43'N, 73°12'W; Litchfield Quadrangle, USGS.",See Aud. Field Notes 19:594-595 (1965).
